gameid,home,homescore,away,awayscore,date
20181106473,South Carolina,81,Norfolk State,64,11/13/2018
20181106474,Saint Louis,69,North Alabama,58,11/13/2018
20181106475,North Carolina State,100,North Carolina-Asheville,49,11/13/2018
20181106476,Cincinnati,73,North Carolina Central,51,11/13/2018
20181106477,North Carolina-Wilmington,61,North Carolina-Greensboro,82,11/13/2018
20181106478,Brigham Young,82,Northwestern State,57,11/13/2018
20181106479,Northern Colorado,88,Pepperdine,80,11/13/2018
20181106480,Winthrop,134,Pfeiffer,99,11/13/2018
20181106481,Howard,108,Regent,51,11/13/2018
20181106482,College of Charleston,66,Rhode Island,55,11/13/2018
20181106483,Kent State,90,Shawnee State,69,11/13/2018
20181106484,Charleston Southern,89,South Carolina State,72,11/13/2018
20181106485,Texas Tech,59,Southeastern Louisiana,40,11/13/2018
20181106486,Louisville,104,Southern,54,11/13/2018
20181106487,Miami (FL),96,Stephen F. Austin,58,11/13/2018
20181106488,Wagner,90,SUNY-Cortland,58,11/13/2018
20181106489,Savannah State,97,Tennessee Tech,83,11/13/2018
20181106490,Liberty,93,Trevecca Nazarene,40,11/13/2018
20181106491,Bethune-Cookman,104,Trinity Baptist,44,11/13/2018
20181106492,Cleveland State,94,Urbana,65,11/13/2018
20181106493,Oakland,77,Western Michigan,85,11/13/2018
20181106494,Xavier,68,Wisconsin,77,11/13/2018
20181106495,Duke,84,Eastern Michigan,46,11/14/2018
20181106496,Villanova,46,Michigan,73,11/14/2018
20181106497,Auburn,103,Mississippi College,52,11/14/2018
20181106498,Kentucky,96,North Dakota,58,11/14/2018
20181106499,Michigan State,80,Louisiana-Monroe,59,11/14/2018
20181106500,Clemson,74,Sam Houston State,59,11/14/2018
20181106501,Indiana,96,Marquette,73,11/14/2018
20181106502,Alabama State,86,Birmingham-Southern,44,11/14/2018
20181106503,Albany (NY),61,Boston University,71,11/14/2018
20181106504,Drexel,118,Bryn Athyn,41,11/14/2018
20181106505,Navy,77,Coppin State,58,11/14/2018
20181106506,Western Illinois,95,Dominican (IL),56,11/14/2018
20181106507,North Florida,95,Edward Waters,83,11/14/2018
20181106508,Wyoming,86,Grambling,78,11/14/2018
20181106509,Boston College,69,IUPUI,76,11/14/2018
20181106510,Bradley,74,Jacksonville State,65,11/14/2018
20181106511,Citadel,137,Johnson University,60,11/14/2018
20181106512,NJIT,73,Kean,40,11/14/2018
20181106513,Florida,82,La Salle,69,11/14/2018
20181106514,Vermont,122,Lyndon State,56,11/14/2018
20181106515,Indiana State,80,McKendree,63,11/14/2018
20181106516,Samford,66,Miles,57,11/14/2018
20181106517,Colorado State,81,Montana State,77,11/14/2018
20181106518,Marshall,98,Mount St. Mary's,75,11/14/2018
20181106519,Robert Morris,104,Mt. Aloysius,57,11/14/2018
20181106520,Colgate,86,Nazareth,68,11/14/2018
20181106521,Alabama-Birmingham,75,New Orleans,68,11/14/2018
20181106522,Loyola (IL),75,Niagara,62,11/14/2018
20181106523,Hofstra,92,North Carolina A&T,72,11/14/2018
20181106524,Omaha,66,Northern Arizona,76,11/14/2018
20181106525,Texas-Rio Grande Valley,70,Prairie View,57,11/14/2018
20181106526,Fairleigh Dickinson,87,Queens (NY),48,11/14/2018
20181106527,Notre Dame,60,Radford,63,11/14/2018
20181106528,Houston,79,Rice,68,11/14/2018
20181106529,New Mexico State,58,Saint Mary's (CA),73,11/14/2018
20181106530,Bryant,71,Saint Peter's,63,11/14/2018
20181106531,Nebraska,80,Seton Hall,57,11/14/2018
20181106532,Virginia Military Institute,78,South Carolina Upstate,72,11/14/2018
20181106533,Richmond,88,St. Francis (NY),66,11/14/2018
20181106534,Southern California,95,Stetson,59,11/14/2018
20181106535,North Texas,102,Texas A&M-Commerce,53,11/14/2018
20181106536,Arizona,79,Texas-El Paso,46,11/14/2018
20181106537,Oklahoma State,82,Texas-San Antonio,60,11/14/2018
20181106538,San Diego State,103,Texas Southern,64,11/14/2018
20181106539,Wright State,84,Toledo,74,11/14/2018
20181106540,Seattle,78,Washington State,69,11/14/2018
20181106541,Southern Methodist,98,Western Carolina,65,11/14/2018
20181106542,Gonzaga,94,Texas A&M,71,11/15/2018
20181106543,Iowa,77,Oregon,69,11/15/2018
20181106544,Connecticut,83,Syracuse,76,11/15/2018
20181106545,Virginia Tech,73,Ball State,64,11/15/2018
20181106546,Texas Christian,77,Fresno State,69,11/15/2018
20181106547,Appalachian State,70,Purdue,92,11/15/2018
20181106548,Denver,61,Abilene Christian,67,11/15/2018
20181106549,Northeastern,68,Alabama,52,11/15/2018
20181106550,Lipscomb,83,Belmont,87,11/15/2018
20181106551,Presbyterian,102,Boyce,49,11/15/2018
20181106552,Central Michigan,67,Cal State Bakersfield,55,11/15/2018
20181106553,Santa Clara,49,UC-Irvine,61,11/15/2018
20181106554,Tennessee State,92,Carver Bible,57,11/15/2018
20181106555,Pittsburgh,97,Central Arkansas,71,11/15/2018
20181106556,Cal State Fullerton,52,Central Florida,68,11/15/2018
20181106557,Wichita State,53,Davidson,57,11/15/2018
20181106558,Cornell,56,Delaware,73,11/15/2018
20181106559,Quinnipiac,54,Hartford,68,11/15/2018
20181106560,Bethune-Cookman,97,Johnson University,47,11/15/2018
20181106561,Evansville,92,Kentucky Wesleyan,72,11/15/2018
20181106562,Elon,98,Milligan,71,11/15/2018
20181106563,Utah,98,Mississippi Valley State,63,11/15/2018
20181106564,West Virginia,71,Monmouth,53,11/15/2018
20181106565,Bowling Green State,75,North Carolina Central,60,11/15/2018
20181106566,Furman,107,North Greenville,67,11/15/2018
20181106567,Creighton,60,Ohio State,69,11/15/2018
20181106568,Brigham Young,85,Oral Roberts,65,11/15/2018
20181106569,Idaho State,76,Pacific,83,11/15/2018
20181106570,DePaul,72,Penn State,70,11/15/2018
20181106571,Wake Forest,69,Saint Joseph's,89,11/15/2018
20181106572,San Diego,95,San Diego Christian,47,11/15/2018
20181106573,Troy,66,Southern Mississippi,81,11/15/2018
20181106574,Western Kentucky,83,Valparaiso,71,11/15/2018
20181106575,San Jose State,77,Weber State,85,11/15/2018
20181106576,Illinois-Chicago,100,William & Mary,95,11/15/2018
20181106577,Kansas,89,Louisiana,76,11/16/2018
20181106578,Virginia,97,Coppin State,40,11/16/2018
20181106579,Nevada,87,Little Rock,59,11/16/2018
20181106580,North Carolina,108,Tennessee Tech,58,11/16/2018
20181106581,Kansas State,95,Eastern Kentucky,68,11/16/2018
20181106582,Oregon,80,Syracuse,65,11/16/2018
20181106583,Northeastern,60,Virginia Tech,88,11/16/2018
20181106584,Mississippi State,79,Long Beach State,51,11/16/2018
20181106585,UCLA,95,Saint Francis (PA),58,11/16/2018
20181106586,Louisiana State,74,Louisiana Tech,67,11/16/2018
20181106587,Davidson,58,Purdue,79,11/16/2018
20181106588,Maryland-Baltimore County,77,Air Force,72,11/16/2018
20181106589,Vanderbilt,79,Alcorn State,54,11/16/2018
20181106590,Wichita State,82,Appalachian State,76,11/16/2018
20181106591,Grand Canyon,96,Arkansas State,72,11/16/2018
20181106592,Central Connecticut State,78,Austin Peay,80,11/16/2018
20181106593,Alabama,79,Ball State,61,11/16/2018
20181106594,Northwestern,82,Binghamton,54,11/16/2018
20181106595,Tulsa,82,California Baptist,79,11/16/2018
20181106596,Weber State,78,Central Michigan,76,11/16/2018
20181106597,Middle Tennessee,76,Charleston Southern,73,11/16/2018
20181106598,South Alabama,73,Chattanooga,54,11/16/2018
20181106599,Akron,87,Chicago State,46,11/16/2018
20181106600,Texas,97,Citadel,69,11/16/2018
20181106601,Manhattan,55,Coastal Carolina,53,11/16/2018
20181106602,Iowa,91,Connecticut,72,11/16/2018
20181106603,Longwood,89,Delaware State,73,11/16/2018
20181106604,Georgia Tech,79,East Carolina,54,11/16/2018
20181106605,Campbell,66,Florida A&M,59,11/16/2018
20181106606,Fordham,83,Florida International,77,11/16/2018
20181106607,Savannah State,77,Gardner-Webb,97,11/16/2018
20181106608,Florida Atlantic,70,Georgia Southern,80,11/16/2018
20181106609,Loyola (IL),80,Grambling,64,11/16/2018
20181106610,Eastern Washington,78,Green Bay,82,11/16/2018
20181106611,Rhode Island,76,Harvard,74,11/16/2018
20181106612,Maryland,80,Hofstra,69,11/16/2018
20181106613,Stony Brook,70,Holy Cross,84,11/16/2018
20181106614,Massachusetts,63,Howard,68,11/16/2018
20181106615,Montana,93,Incarnate Word,66,11/16/2018
20181106616,Dayton,91,Purdue-Fort Wayne,80,11/16/2018
20181106617,Richmond,78,IUPUI,70,11/16/2018
20181106618,Boise State,70,Jackson State,53,11/16/2018
20181106619,Charlotte,59,James Madison,64,11/16/2018
20181106620,North Carolina-Greensboro,105,Johnson & Wales (NC),57,11/16/2018
20181106621,Missouri,55,Kennesaw State,52,11/16/2018
20181106622,Kent State,70,Liberty,77,11/16/2018
20181106623,McNeese State,78,Loyola (LA),79,11/16/2018
20181106624,Georgetown,52,Loyola Marymount,65,11/16/2018
20181106625,Temple,81,Loyola (MD),67,11/16/2018
20181106626,Brown,82,Massachusetts-Lowell,74,11/16/2018
20181106627,Cincinnati,74,Milwaukee,63,11/16/2018
20181106628,Butler,83,Mississippi,76,11/16/2018
20181106629,Morehead State,99,Missouri-Kansas City,89,11/16/2018
20181106630,Colorado,79,Omaha,75,11/16/2018
20181106631,American,68,New Hampshire,44,11/16/2018
20181106632,Wyoming,67,Niagara,72,11/16/2018
20181106633,Baylor,81,Nicholls State,54,11/16/2018
20181106634,Siena,61,Norfolk State,58,11/16/2018
20181106635,Northern Kentucky,77,North Carolina-Asheville,50,11/16/2018
20181106636,Miami (OH),89,North Dakota State,78,11/16/2018
20181106637,Pennsylvania,78,Northern Iowa,71,11/16/2018
20181106638,Fairleigh Dickinson,85,NYIT,57,11/16/2018
20181106639,Nevada-Las Vegas,74,Oakland,61,11/16/2018
20181106640,South Florida,73,Ohio,46,11/16/2018
20181106641,Oregon State,61,Old Dominion,56,11/16/2018
20181106642,Lehigh,72,Princeton,57,11/16/2018
20181106643,Army,78,Sacred Heart,79,11/16/2018
20181106644,Central Florida,77,Saint Joseph's,57,11/16/2018
20181106645,Georgia,75,Sam Houston State,64,11/16/2018
20181106646,Cleveland State,84,South Carolina State,69,11/16/2018
20181106647,High Point,60,South Dakota,56,11/16/2018
20181106648,Florida Gulf Coast,84,South Dakota State,78,11/16/2018
20181106649,Jacksonville,71,Southeast Missouri State,77,11/16/2018
20181106650,Murray State,106,Spalding,36,11/16/2018
20181106651,Rutgers,65,St. John's (NY),84,11/16/2018
20181106652,Mercer,77,Tennessee-Martin,60,11/16/2018
20181106653,Texas-Arlington,67,Texas A&M-Corpus Christi,73,11/16/2018
20181106654,Pepperdine,74,Towson,65,11/16/2018
20181106655,Utah State,65,Utah Valley,46,11/16/2018
20181106656,Monmouth,53,Valparaiso,64,11/16/2018
20181106657,Louisville,86,Vermont,78,11/16/2018
20181106658,Cal State Fullerton,59,Wake Forest,66,11/16/2018
20181106659,West Virginia,57,Western Kentucky,63,11/16/2018
20181106660,Columbia,83,Youngstown State,94,11/16/2018
20181106661,Villanova,68,Furman,76,11/17/2018
20181106662,George Washington,61,Michigan,84,11/17/2018
20181106663,Marquette,74,Presbyterian,55,11/17/2018
20181106664,Brigham Young,91,Alabama A&M,60,11/17/2018
20181106665,Canisius,66,Albany (NY),75,11/17/2018
20181106666,Western Michigan,99,Aquinas,52,11/17/2018
20181106667,Southern Illinois,78,Arkansas-Pine Bluff,48,11/17/2018
20181106668,Massachusetts-Lowell,92,Army,85,11/17/2018
20181106669,Miami (FL),78,Bethune-Cookman,70,11/17/2018
20181106670,Eastern Michigan,80,Boston University,62,11/17/2018
20181106671,Illinois-Chicago,71,Bradley,70,11/17/2018
20181106672,San Jose State,72,Cal State Bakersfield,73,11/17/2018
20181106673,UC-Riverside,63,UC-Merced,53,11/17/2018
20181106674,Southeast Missouri State,63,Chattanooga,42,11/17/2018
20181106675,North Carolina-Asheville,52,Coastal Carolina,78,11/17/2018
20181106676,NJIT,73,Cornell,86,11/17/2018
20181106677,La Salle,84,Drexel,89,11/17/2018
20181106678,Winthrop,74,East Tennessee State,76,11/17/2018
20181106679,Missouri-Kansas City,80,Eastern Washington,87,11/17/2018
20181106680,Tennessee State,113,Fisk,61,11/17/2018
20181106681,Towson,71,Florida Atlantic,85,11/17/2018
20181106682,Columbia,87,Florida International,98,11/17/2018
20181106683,Pepperdine,78,Georgia Southern,88,11/17/2018
20181106684,Morehead State,70,Green Bay,87,11/17/2018
20181106685,Western Carolina,94,Hiwassee,55,11/17/2018
20181106686,Wisconsin,96,Houston Baptist,59,11/17/2018
20181106687,Northern Illinois,73,Illinois Tech,66,11/17/2018
20181106688,North Dakota State,78,Incarnate Word,80,11/17/2018
20181106689,South Alabama,48,Jacksonville,71,11/17/2018
20181106690,Southern Methodist,73,Lipscomb,79,11/17/2018
20181106691,North Carolina State,82,Maine,63,11/17/2018
20181106692,Northern Kentucky,59,Manhattan,53,11/17/2018
20181106693,High Point,59,Maryland-Baltimore County,68,11/17/2018
20181106694,North Texas,68,Maryland-Eastern Shore,34,11/17/2018
20181106695,North Dakota,112,Minnesota-Morris,58,11/17/2018
20181106696,Robert Morris,68,Mississippi Valley State,59,11/17/2018
20181106697,Miami (OH),71,Montana,73,11/17/2018
20181106698,UC-Santa Barbara,88,Montana State,69,11/17/2018
20181106699,New Mexico,94,New Mexico State,98,11/17/2018
20181106700,Stony Brook,72,Norfolk State,65,11/17/2018
20181106701,Pittsburgh,71,North Alabama,66,11/17/2018
20181106702,Wright State,89,North Florida,72,11/17/2018
20181106703,Eastern Kentucky,85,Northern Iowa,90,11/17/2018
20181106704,Rice,102,Northwestern State,74,11/17/2018
20181106705,Kennesaw State,47,Old Dominion,65,11/17/2018
20181106706,Cal State Northridge,77,Portland,80,11/17/2018
20181106707,Lamar,74,Prairie View,67,11/17/2018
20181106708,Duquesne,69,Radford,64,11/17/2018
20181106709,Brown,82,Sacred Heart,77,11/17/2018
20181106710,Seton Hall,64,Saint Louis,66,11/17/2018
20181106711,Providence,76,South Carolina,67,11/17/2018
20181106712,George Mason,69,Southern,65,11/17/2018
20181106713,Southeastern Louisiana,69,Stetson,57,11/17/2018
20181106714,UC-Davis,57,Texas A&M-Corpus Christi,54,11/17/2018
20181106715,Drake,75,Texas State,69,11/17/2018
20181106716,Fairfield,73,Wagner,79,11/17/2018
20181106717,Eastern Illinois,68,Western Illinois,66,11/17/2018
20181106718,Portland State,125,Willamette,61,11/17/2018
20181106719,Notre Dame,73,William & Mary,64,11/17/2018
20181106720,Memphis,109,Yale,102,11/17/2018
20181106721,Fordham,67,Youngstown State,61,11/17/2018
20181106722,Kentucky,92,Virginia Military Institute,82,11/18/2018
20181106723,Michigan State,101,Tennessee Tech,33,11/18/2018
20181106724,Kansas State,64,Pennsylvania,48,11/18/2018
20181106725,Purdue,83,Virginia Tech,89,11/18/2018
20181106726,Providence,47,Michigan,66,11/18/2018
20181106727,South Dakota,62,Air Force,65,11/18/2018
20181106728,Wichita State,86,Alabama,90,11/18/2018
20181106729,Kent State,79,Alcorn State,48,11/18/2018
20181106730,North Carolina-Wilmington,113,Allen,74,11/18/2018
20181106731,Brown,86,Army,66,11/18/2018
20181106732,Campbell,78,Austin Peay,72,11/18/2018
20181106733,Appalachian State,86,Ball State,94,11/18/2018
20181106734,Idaho,87,Bethesda University (CA),59,11/18/2018
20181106735,Navy,83,Bryant,79,11/18/2018
20181106736,Monmouth,63,Cal State Fullerton,87,11/18/2018
20181106737,Texas-Arlington,68,UC-Davis,59,11/18/2018
20181106738,Troy,82,Central Arkansas,77,11/18/2018
20181106739,Western Kentucky,62,Central Florida,78,11/18/2018
20181106740,San Jose State,74,Central Michigan,76,11/18/2018
20181106741,Jacksonville,74,Chattanooga,66,11/18/2018
20181106742,Northern Kentucky,89,Coastal Carolina,83,11/18/2018
20181106743,Oklahoma State,70,College of Charleston,58,11/18/2018
20181106744,Fordham,70,Columbia,69,11/18/2018
20181106745,Central Connecticut State,89,Florida A&M,75,11/18/2018
20181106746,Florida Atlantic,71,Incarnate Word,68,11/18/2018
20181106747,Arkansas,73,Indiana,72,11/18/2018
20181106748,San Francisco,84,Long Island University,52,11/18/2018
20181106749,Pepperdine,86,Miami (OH),80,11/18/2018
20181106750,Texas A&M,64,Minnesota,69,11/18/2018
20181106751,Georgia Southern,80,Montana,77,11/18/2018
20181106752,Maryland,92,Mount St. Mary's,77,11/18/2018
20181106753,Manhattan,54,North Carolina-Asheville,38,11/18/2018
20181106754,Towson,51,North Dakota State,76,11/18/2018
20181106755,Davidson,71,Northeastern,59,11/18/2018
20181106756,Hawaii,85,Northern Arizona,68,11/18/2018
20181106757,Loyola Marymount,65,Ohio,56,11/18/2018
20181106758,Missouri,69,Oregon State,63,11/18/2018
20181106759,Massachusetts-Lowell,94,Sacred Heart,90,11/18/2018
20181106760,West Virginia,97,Saint Joseph's,90,11/18/2018
20181106761,Cleveland State,60,Samford,73,11/18/2018
20181106762,Washington,82,Santa Clara,68,11/18/2018
20181106763,Holy Cross,57,Siena,45,11/18/2018
20181106764,George Washington,55,South Carolina,90,11/18/2018
20181106765,Ohio State,89,South Carolina State,61,11/18/2018
20181106766,Georgetown,76,South Florida,73,11/18/2018
20181106767,Seattle,70,Southern Utah,73,11/18/2018
20181106768,Lafayette,72,St. Francis (NY),84,11/18/2018
20181106769,Evansville,85,Texas Southern,63,11/18/2018
20181106770,Valparaiso,63,Wake Forest,69,11/18/2018
20181106771,North Carolina Central,123,Warren Wilson,57,11/18/2018
20181106772,Cal State Bakersfield,68,Weber State,67,11/18/2018
20181106773,Alabama-Birmingham,77,West Alabama,47,11/18/2018
20181106774,Delaware,70,Wilmington (DE),40,11/18/2018
20181106775,Oklahoma,75,Wofford,64,11/18/2018
20181106776,Florida International,102,Youngstown State,93,11/18/2018
20181106777,San Diego State,64,Duke,90,11/19/2018
20181106778,Illinois,78,Gonzaga,84,11/19/2018
20181106779,Nevada,90,California Baptist,55,11/19/2018
20181106780,North Carolina,101,Saint Francis (PA),76,11/19/2018
20181106781,Xavier,79,Auburn,88,11/19/2018
20181106782,Kansas State,82,Missouri,67,11/19/2018
20181106783,Florida State,93,Canisius,61,11/19/2018
20181106784,Arizona State,72,Mississippi State,67,11/19/2018
20181106785,Clemson,72,Akron,69,11/19/2018
20181106786,UCLA,80,Presbyterian,65,11/19/2018
20181106787,Iowa State,66,Arizona,71,11/19/2018
20181106788,Tulsa,88,Little Rock,78,11/19/2018
20181106789,Massachusetts,92,Arkansas-Pine Bluff,60,11/19/2018
20181106790,Lamar,105,Arlington Baptist,40,11/19/2018
20181106791,Idaho State,115,Bethesda University (CA),60,11/19/2018
20181106792,Colgate,76,Binghamton,68,11/19/2018
20181106793,Creighton,94,Boise State,82,11/19/2018
20181106794,Hampton,79,Bowling Green State,81,11/19/2018
20181106795,Washington State,84,Cal Poly,70,11/19/2018
20181106796,East Tennessee State,86,Chicago State,61,11/19/2018
20181106797,Louisiana,91,Colorado State,73,11/19/2018
20181106798,Rider,87,Coppin State,67,11/19/2018
20181106799,Oakland,91,Defiance,47,11/19/2018
20181106800,Rutgers,63,Eastern Michigan,36,11/19/2018
20181106801,Texas-El Paso,66,Eastern New Mexico,59,11/19/2018
20181106802,Oral Roberts,109,Ecclesia,72,11/19/2018
20181106803,Toledo,90,Florida Gulf Coast,62,11/19/2018
20181106804,Illinois State,68,Georgia,80,11/19/2018
20181106805,Utah Valley,72,Hartford,65,11/19/2018
20181106806,Air Force,62,High Point,69,11/19/2018
20181106807,Southern Illinois,83,Howard,69,11/19/2018
20181106808,Sam Houston State,75,Jackson State,60,11/19/2018
20181106809,Eastern Kentucky,100,Kennesaw State,81,11/19/2018
20181106810,Portland,77,Lewis & Clark,57,11/19/2018
20181106811,Vanderbilt,79,Liberty,70,11/19/2018
20181106812,Iona,85,Long Beach State,86,11/19/2018
20181106813,Charlotte,42,Longwood,39,11/19/2018
20181106814,Richmond,66,Loyola (IL),82,11/19/2018
20181106815,Detroit Mercy,91,Loyola (MD),63,11/19/2018
20181106816,South Dakota,58,Maryland-Baltimore County,52,11/19/2018
20181106817,Nebraska,85,Missouri State,62,11/19/2018
20181106818,Marshall,95,North Carolina A&T,71,11/19/2018
20181106819,Houston,82,Northwestern State,55,11/19/2018
20181106820,Northern Iowa,54,Old Dominion,53,11/19/2018
